,publisher,genres,app_name,title,release_date,price,id,developer,year
10151,Illyriad Games,Massively Multiplayer,Illyriad - Grand Strategy MMO,Illyriad - Grand Strategy MMO,2011-05-16,4.99,559310,Illyriad Games,2011
10152,Illyriad Games,RPG,Illyriad - Grand Strategy MMO,Illyriad - Grand Strategy MMO,2011-05-16,4.99,559310,Illyriad Games,2011
10153,Illyriad Games,Simulation,Illyriad - Grand Strategy MMO,Illyriad - Grand Strategy MMO,2011-05-16,4.99,559310,Illyriad Games,2011
10154,Illyriad Games,Strategy,Illyriad - Grand Strategy MMO,Illyriad - Grand Strategy MMO,2011-05-16,4.99,559310,Illyriad Games,2011
10155,QUByte Interactive,Action,99Vidas - Soundtrack,99Vidas - Soundtrack,2016-12-22,3.99,574020,QUByte Interactive,2016
10156,QUByte Interactive,Indie,99Vidas - Soundtrack,99Vidas - Soundtrack,2016-12-22,3.99,574020,QUByte Interactive,2016
10157,Bowlcut Studios,Action,MageQuit,MageQuit,2017-01-11,9.99,572220,Bowlcut Studios,2017
10158,Bowlcut Studios,Indie,MageQuit,MageQuit,2017-01-11,9.99,572220,Bowlcut Studios,2017
10159,Bowlcut Studios,Sports,MageQuit,MageQuit,2017-01-11,9.99,572220,Bowlcut Studios,2017
10160,Bowlcut Studios,Strategy,MageQuit,MageQuit,2017-01-11,9.99,572220,Bowlcut Studios,2017
10161,Bowlcut Studios,Early Access,MageQuit,MageQuit,2017-01-11,9.99,572220,Bowlcut Studios,2017
10162,"Descendent Studios, Fever Pitch Studios",Strategy,Conquest: Frontier Wars,Conquest: Frontier Wars,2001-08-18,5.99,578670,Fever Pitch Studios,2001
10163,Adult Swim Games,Action,Rise & Shine,Rise &amp; Shine,2017-01-13,14.99,347290,Super Mega Team,2017
10164,Adult Swim Games,Indie,Rise & Shine,Rise &amp; Shine,2017-01-13,14.99,347290,Super Mega Team,2017
10165,Sad Spaghetti Entertainment,Action,Zombie Estate 2,Zombie Estate 2,2017-01-13,4.99,512490,Sad Spaghetti Entertainment,2017
10166,Sad Spaghetti Entertainment,Indie,Zombie Estate 2,Zombie Estate 2,2017-01-13,4.99,512490,Sad Spaghetti Entertainment,2017
10167,Clickteam,Action,room13,room13,2017-01-13,7.99,314590,The Paper Robot,2017
10168,Clickteam,Casual,room13,room13,2017-01-13,7.99,314590,The Paper Robot,2017
10169,Clickteam,Indie,room13,room13,2017-01-13,7.99,314590,The Paper Robot,2017
10170,Crazyant,Action,I Am The Hero,I Am The Hero,2017-01-16,9.99,498500,Crazyant,2017
10171,Crazyant,Adventure,I Am The Hero,I Am The Hero,2017-01-16,9.99,498500,Crazyant,2017
10172,Crazyant,Indie,I Am The Hero,I Am The Hero,2017-01-16,9.99,498500,Crazyant,2017
10173,Crazyant,RPG,I Am The Hero,I Am The Hero,2017-01-16,9.99,498500,Crazyant,2017
10174,Teamomega,Action,Hellphobia,Hellphobia,2017-01-16,4.99,575000,Teamomega,2017
10175,Teamomega,Indie,Hellphobia,Hellphobia,2017-01-16,4.99,575000,Teamomega,2017
10176,Jetdogs Studios,Strategy,Galaxy Admirals,Galaxy Admirals,2017-01-17,1.99,411120,Jetdogs Studios,2017
10177,MoaCube,Indie,Magi,Magi,2007-03-21,9.99,364740,MoaCube,2007
10178,MoaCube,RPG,Magi,Magi,2007-03-21,9.99,364740,MoaCube,2007
10179,MoaCube,Strategy,Magi,Magi,2007-03-21,9.99,364740,MoaCube,2007
10180,SlyGames,Casual,SQR🔲,SQR🔲,2017-01-17,0.99,576010,SlyGames,2017
10181,SlyGames,Indie,SQR🔲,SQR🔲,2017-01-17,0.99,576010,SlyGames,2017
10182,Joure Visser,Adventure,STARDROP,STARDROP,2017-06-01,14.99,552880,Joure Visser,2017
10183,Joure Visser,Casual,STARDROP,STARDROP,2017-06-01,14.99,552880,Joure Visser,2017
10184,Joure Visser,Indie,STARDROP,STARDROP,2017-06-01,14.99,552880,Joure Visser,2017
10185,Joure Visser,Early Access,STARDROP,STARDROP,2017-06-01,14.99,552880,Joure Visser,2017
10186,Nova Dimension,Action,Double Cubes,Double Cubes,2017-01-18,4.99,391300,"Nova Dimension,Recreat4",2017
10187,Nova Dimension,Adventure,Double Cubes,Double Cubes,2017-01-18,4.99,391300,"Nova Dimension,Recreat4",2017
10188,Nova Dimension,Indie,Double Cubes,Double Cubes,2017-01-18,4.99,391300,"Nova Dimension,Recreat4",2017
10189,Nova Dimension,Simulation,Double Cubes,Double Cubes,2017-01-18,4.99,391300,"Nova Dimension,Recreat4",2017
10190,Jonni Hirst,Action,1979 Invasion Earth,1979 Invasion Earth,2017-01-19,1.99,575880,Jonni Hirst,2017
10191,Jonni Hirst,Adventure,1979 Invasion Earth,1979 Invasion Earth,2017-01-19,1.99,575880,Jonni Hirst,2017
10192,Jonni Hirst,Casual,1979 Invasion Earth,1979 Invasion Earth,2017-01-19,1.99,575880,Jonni Hirst,2017
10193,Jonni Hirst,Indie,1979 Invasion Earth,1979 Invasion Earth,2017-01-19,1.99,575880,Jonni Hirst,2017
10194,Jonni Hirst,Strategy,1979 Invasion Earth,1979 Invasion Earth,2017-01-19,1.99,575880,Jonni Hirst,2017
10195,HexWar Games,Strategy,Commands & Colors: The Great War,Commands &amp; Colors: The Great War,2017-01-19,19.99,449460,HexWar Games,2017
10196,THQ Nordic,Strategy,Imperium Galactica II,Imperium Galactica II,1999-12-01,9.99,490370,"Digital Reality,Gyroscope Games",1999
10197,"Lunchtime Studios, LLC",Casual,Lords of New York,Lords of New York,2017-01-19,4.99,404070,"Lunchtime Studios, LLC",2017
10198,"Lunchtime Studios, LLC",Indie,Lords of New York,Lords of New York,2017-01-19,4.99,404070,"Lunchtime Studios, LLC",2017
10199,"Lunchtime Studios, LLC",RPG,Lords of New York,Lords of New York,2017-01-19,4.99,404070,"Lunchtime Studios, LLC",2017
10200,"Lunchtime Studios, LLC",Early Access,Lords of New York,Lords of New York,2017-01-19,4.99,404070,"Lunchtime Studios, LLC",2017
10201,Iceberg Interactive,Indie,Stars in Shadow,Stars in Shadow,2017-01-19,24.99,464880,Ashdar Games,2017
10202,Iceberg Interactive,Strategy,Stars in Shadow,Stars in Shadow,2017-01-19,24.99,464880,Ashdar Games,2017
10203,Artifex Mundi,Adventure,Faces of Illusion: The Twin Phantoms,Faces of Illusion: The Twin Phantoms,2017-01-19,9.99,558340,Moonrise Interactive,2017
10204,Artifex Mundi,Casual,Faces of Illusion: The Twin Phantoms,Faces of Illusion: The Twin Phantoms,2017-01-19,9.99,558340,Moonrise Interactive,2017
10205,501 Industries,Action,Aviators,Aviators,2017-01-19,2.99,513310,Eclipse Studios,2017
10206,501 Industries,Casual,Aviators,Aviators,2017-01-19,2.99,513310,Eclipse Studios,2017
10207,501 Industries,Indie,Aviators,Aviators,2017-01-19,2.99,513310,Eclipse Studios,2017
10208,501 Industries,Sports,Aviators,Aviators,2017-01-19,2.99,513310,Eclipse Studios,2017
10209,501 Industries,Early Access,Aviators,Aviators,2017-01-19,2.99,513310,Eclipse Studios,2017
10210,Warfare Studios,Adventure,Midnight's Blessing 2,Midnight's Blessing 2,2017-01-20,7.99,461370,Warfare Studios,2017
10211,Warfare Studios,Casual,Midnight's Blessing 2,Midnight's Blessing 2,2017-01-20,7.99,461370,Warfare Studios,2017
10212,Warfare Studios,Indie,Midnight's Blessing 2,Midnight's Blessing 2,2017-01-20,7.99,461370,Warfare Studios,2017
10213,Warfare Studios,RPG,Midnight's Blessing 2,Midnight's Blessing 2,2017-01-20,7.99,461370,Warfare Studios,2017
10214,Warfare Studios,Simulation,Midnight's Blessing 2,Midnight's Blessing 2,2017-01-20,7.99,461370,Warfare Studios,2017
10215,Warfare Studios,Strategy,Midnight's Blessing 2,Midnight's Blessing 2,2017-01-20,7.99,461370,Warfare Studios,2017
10216,Black Alchemy Games,Indie,Elderine: Dreams to Destiny,Elderine: Dreams to Destiny,2017-04-01,4.99,535350,Black Alchemy Games,2017
10217,Black Alchemy Games,RPG,Elderine: Dreams to Destiny,Elderine: Dreams to Destiny,2017-04-01,4.99,535350,Black Alchemy Games,2017
10218,Black Alchemy Games,Early Access,Elderine: Dreams to Destiny,Elderine: Dreams to Destiny,2017-04-01,4.99,535350,Black Alchemy Games,2017
10219,Team Toaster,Indie,Super Toaster X: Learn Japanese RPG,Super Toaster X: Learn Japanese RPG,2017-09-20,9.99,530080,Team Toaster,2017
10220,Team Toaster,RPG,Super Toaster X: Learn Japanese RPG,Super Toaster X: Learn Japanese RPG,2017-09-20,9.99,530080,Team Toaster,2017
10221,Team Toaster,Early Access,Super Toaster X: Learn Japanese RPG,Super Toaster X: Learn Japanese RPG,2017-09-20,9.99,530080,Team Toaster,2017
10222,ButterChain,RPG,Rotation Phonology: Break,Rotation Phonology: Break,2017-01-22,4.99,554690,ButterChain,2017
10223,NIKITA ONLINE,Adventure,PARKAN: THE IMPERIAL CHRONICLES,PARKAN: THE IMPERIAL CHRONICLES,1997-09-01,2.99,575690,NIKITA ONLINE,1997
10224,NIKITA ONLINE,RPG,PARKAN: THE IMPERIAL CHRONICLES,PARKAN: THE IMPERIAL CHRONICLES,1997-09-01,2.99,575690,NIKITA ONLINE,1997
10225,NIKITA ONLINE,Simulation,PARKAN: THE IMPERIAL CHRONICLES,PARKAN: THE IMPERIAL CHRONICLES,1997-09-01,2.99,575690,NIKITA ONLINE,1997
10226,NIKITA ONLINE,Strategy,PARKAN: THE IMPERIAL CHRONICLES,PARKAN: THE IMPERIAL CHRONICLES,1997-09-01,2.99,575690,NIKITA ONLINE,1997
10227,Carl Games,Action,My Pet Rock,My Pet Rock,2017-01-23,2.99,557830,Carl Games,2017
10228,Carl Games,Indie,My Pet Rock,My Pet Rock,2017-01-23,2.99,557830,Carl Games,2017
10229,Justin Varghese,Action,Swordlord,Swordlord,2016-11-06,0.99,512150,Justin Varghese,2016
10230,Justin Varghese,Indie,Swordlord,Swordlord,2016-11-06,0.99,512150,Justin Varghese,2016
10231,Eendhoorn Games,Action,SpiritSphere,SpiritSphere,2017-01-23,7.99,458170,Eendhoorn Games,2017
10232,Eendhoorn Games,Casual,SpiritSphere,SpiritSphere,2017-01-23,7.99,458170,Eendhoorn Games,2017
10233,Eendhoorn Games,Indie,SpiritSphere,SpiritSphere,2017-01-23,7.99,458170,Eendhoorn Games,2017
10234,Eendhoorn Games,Sports,SpiritSphere,SpiritSphere,2017-01-23,7.99,458170,Eendhoorn Games,2017
10235,Synnergy Circle Games,Casual,Alpacapaca Dash,Alpacapaca Dash,2017-01-23,0.99,579230,Synnergy Circle Games,2017
10236,Synnergy Circle Games,Indie,Alpacapaca Dash,Alpacapaca Dash,2017-01-23,0.99,579230,Synnergy Circle Games,2017
10237,"CAPCOM Co., Ltd.",Action,RESIDENT EVIL 7 biohazard / BIOHAZARD 7 resident evil,RESIDENT EVIL 7 biohazard / BIOHAZARD 7 resident evil,2017-01-23,29.99,418370,"CAPCOM Co., Ltd.",2017
10238,"CAPCOM Co., Ltd.",Adventure,RESIDENT EVIL 7 biohazard / BIOHAZARD 7 resident evil,RESIDENT EVIL 7 biohazard / BIOHAZARD 7 resident evil,2017-01-23,29.99,418370,"CAPCOM Co., Ltd.",2017
10239,Big Fish Games,Adventure,Fetch™,Fetch™,2017-01-24,6.99,549190,Big Fish Studios,2017
10240,Big Fish Games,Casual,Fetch™,Fetch™,2017-01-24,6.99,549190,Big Fish Studios,2017
10241,European Games Group AG,Action,Tiles & Tales,Tiles &amp; Tales,2017-01-23,Free to Play,553030,Trilith Entertainment Ltd,2017
10242,European Games Group AG,Adventure,Tiles & Tales,Tiles &amp; Tales,2017-01-23,Free to Play,553030,Trilith Entertainment Ltd,2017
10243,European Games Group AG,Casual,Tiles & Tales,Tiles &amp; Tales,2017-01-23,Free to Play,553030,Trilith Entertainment Ltd,2017
10244,European Games Group AG,Free to Play,Tiles & Tales,Tiles &amp; Tales,2017-01-23,Free to Play,553030,Trilith Entertainment Ltd,2017
10245,European Games Group AG,Indie,Tiles & Tales,Tiles &amp; Tales,2017-01-23,Free to Play,553030,Trilith Entertainment Ltd,2017
10246,European Games Group AG,RPG,Tiles & Tales,Tiles &amp; Tales,2017-01-23,Free to Play,553030,Trilith Entertainment Ltd,2017
10247,Brace Yourself Games,Action,Crypt of the NecroDancer: AMPLIFIED,Crypt of the NecroDancer: AMPLIFIED,2017-01-24,6.99,554000,Brace Yourself Games,2017
10248,Brace Yourself Games,Indie,Crypt of the NecroDancer: AMPLIFIED,Crypt of the NecroDancer: AMPLIFIED,2017-01-24,6.99,554000,Brace Yourself Games,2017
10249,Brace Yourself Games,RPG,Crypt of the NecroDancer: AMPLIFIED,Crypt of the NecroDancer: AMPLIFIED,2017-01-24,6.99,554000,Brace Yourself Games,2017
10250,Square Enix,Action,Deus Ex: Breach™,Deus Ex: Breach™,2017-01-24,Free to Play,555450,Eidos Montreal,2017
10251,Square Enix,RPG,Deus Ex: Breach™,Deus Ex: Breach™,2017-01-24,Free to Play,555450,Eidos Montreal,2017
10252,Frontwing USA,Casual,Corona Blossom Soundtrack,Corona Blossom Soundtrack,2017-01-25,12.99,578070,Frontwing,2017
10253,Frontwing USA,Indie,Corona Blossom Soundtrack,Corona Blossom Soundtrack,2017-01-25,12.99,578070,Frontwing,2017
10254,Ivanovich Games,Adventure,PERFECT ANGLE: The puzzle game based on optical illusions,PERFECT ANGLE: The puzzle game based on optical illusions,2015-12-22,9.99,427780,Ivanovich Games,2015
10255,Ivanovich Games,Casual,PERFECT ANGLE: The puzzle game based on optical illusions,PERFECT ANGLE: The puzzle game based on optical illusions,2015-12-22,9.99,427780,Ivanovich Games,2015
10256,Ivanovich Games,Indie,PERFECT ANGLE: The puzzle game based on optical illusions,PERFECT ANGLE: The puzzle game based on optical illusions,2015-12-22,9.99,427780,Ivanovich Games,2015
10257,Ivanovich Games,Strategy,PERFECT ANGLE: The puzzle game based on optical illusions,PERFECT ANGLE: The puzzle game based on optical illusions,2015-12-22,9.99,427780,Ivanovich Games,2015
10258,Digital Dragon,Adventure,Memoranda,Memoranda,2017-01-25,14.99,430410,Bit Byterz,2017
10259,Digital Dragon,Indie,Memoranda,Memoranda,2017-01-25,14.99,430410,Bit Byterz,2017
10260,IndieMax,Adventure,Dungetris,Dungetris,2017-01-25,4.99,462200,IndieMax,2017
10261,IndieMax,Indie,Dungetris,Dungetris,2017-01-25,4.99,462200,IndieMax,2017
10262,IndieMax,RPG,Dungetris,Dungetris,2017-01-25,4.99,462200,IndieMax,2017
10263,Ripstone,Casual,Pure Chess - Sci-Fi Game Pack,Pure Chess - Sci-Fi Game Pack,2017-01-25,2.99,439830,Ripstone,2017
10264,Ripstone,Indie,Pure Chess - Sci-Fi Game Pack,Pure Chess - Sci-Fi Game Pack,2017-01-25,2.99,439830,Ripstone,2017
10265,Ripstone,Simulation,Pure Chess - Sci-Fi Game Pack,Pure Chess - Sci-Fi Game Pack,2017-01-25,2.99,439830,Ripstone,2017
10266,Ripstone,Sports,Pure Chess - Sci-Fi Game Pack,Pure Chess - Sci-Fi Game Pack,2017-01-25,2.99,439830,Ripstone,2017
10267,Ripstone,Strategy,Pure Chess - Sci-Fi Game Pack,Pure Chess - Sci-Fi Game Pack,2017-01-25,2.99,439830,Ripstone,2017
10268,Retroism,Action,Deadly Dozen,Deadly Dozen,2001-10-31,9.99,514080,N-Fusion Interactive,2001
10269,Retroism,Strategy,Deadly Dozen,Deadly Dozen,2001-10-31,9.99,514080,N-Fusion Interactive,2001
10270,Hyper Hippo Games,Casual,Guild Quest,Guild Quest,2017-01-26,Free To Play,547680,Hyper Hippo Games,2017
10271,Hyper Hippo Games,Free to Play,Guild Quest,Guild Quest,2017-01-26,Free To Play,547680,Hyper Hippo Games,2017
10272,Hyper Hippo Games,Indie,Guild Quest,Guild Quest,2017-01-26,Free To Play,547680,Hyper Hippo Games,2017
10273,Hyper Hippo Games,RPG,Guild Quest,Guild Quest,2017-01-26,Free To Play,547680,Hyper Hippo Games,2017
10274,Hyper Hippo Games,Simulation,Guild Quest,Guild Quest,2017-01-26,Free To Play,547680,Hyper Hippo Games,2017
10275,Hyper Hippo Games,Strategy,Guild Quest,Guild Quest,2017-01-26,Free To Play,547680,Hyper Hippo Games,2017
10276,Hyper Hippo Games,Early Access,Guild Quest,Guild Quest,2017-01-26,Free To Play,547680,Hyper Hippo Games,2017
10277,SparkLightGames,Casual,FormulaNext,FormulaNext,2017-01-27,4.99,571080,SparkLightGames,2017
10278,SparkLightGames,Indie,FormulaNext,FormulaNext,2017-01-27,4.99,571080,SparkLightGames,2017
10279,SparkLightGames,Racing,FormulaNext,FormulaNext,2017-01-27,4.99,571080,SparkLightGames,2017
10280,JAST USA,RPG,Seinarukana -The Spirit of Eternity Sword 2-,Seinarukana -The Spirit of Eternity Sword 2-,2017-01-26,29.99,445430,Xuse,2017
10281,JAST USA,Strategy,Seinarukana -The Spirit of Eternity Sword 2-,Seinarukana -The Spirit of Eternity Sword 2-,2017-01-26,29.99,445430,Xuse,2017
10282,Rock Path Collective,Adventure,My Super Tower 2,My Super Tower 2,2017-01-27,0.99,575460,Mortis Games,2017
10283,Rock Path Collective,Indie,My Super Tower 2,My Super Tower 2,2017-01-27,0.99,575460,Mortis Games,2017
10284,Rock Path Collective,Strategy,My Super Tower 2,My Super Tower 2,2017-01-27,0.99,575460,Mortis Games,2017
10285,Capsule Three,Action,Echo Lake,Echo Lake,2017-01-27,10.99,553740,Capsule Three,2017
10286,Capsule Three,Adventure,Echo Lake,Echo Lake,2017-01-27,10.99,553740,Capsule Three,2017
10287,Capsule Three,Indie,Echo Lake,Echo Lake,2017-01-27,10.99,553740,Capsule Three,2017
10288,Capsule Three,Early Access,Echo Lake,Echo Lake,2017-01-27,10.99,553740,Capsule Three,2017
10289,Haven Made,Action,Warcube,Warcube,2017-01-27,9.99,505060,"Haven Made,craigz",2017
10290,Haven Made,Adventure,Warcube,Warcube,2017-01-27,9.99,505060,"Haven Made,craigz",2017
10291,Haven Made,Indie,Warcube,Warcube,2017-01-27,9.99,505060,"Haven Made,craigz",2017
10292,Haven Made,RPG,Warcube,Warcube,2017-01-27,9.99,505060,"Haven Made,craigz",2017
10293,Haven Made,Early Access,Warcube,Warcube,2017-01-27,9.99,505060,"Haven Made,craigz",2017
10294,ANIM•ACE,Action,Aliens Go Home Run,Aliens Go Home Run,2017-01-27,3.99,514340,ANIM•ACE,2017
10295,ANIM•ACE,Indie,Aliens Go Home Run,Aliens Go Home Run,2017-01-27,3.99,514340,ANIM•ACE,2017
10296,RedFox Games,Free to Play,TwelveSky 2 Classic,TwelveSky 2 Classic,2017-01-27,Free To Play,539650,SG Data,2017
10297,RedFox Games,Massively Multiplayer,TwelveSky 2 Classic,TwelveSky 2 Classic,2017-01-27,Free To Play,539650,SG Data,2017
10298,Vladimir Maslov,Casual,True or False 2,True or False 2,2017-01-27,1.99,581760,Vladimir Maslov,2017
10299,Vladimir Maslov,Indie,True or False 2,True or False 2,2017-01-27,1.99,581760,Vladimir Maslov,2017
10300,Mind Grown Software,Action,Convicted Galaxy,Convicted Galaxy,2017-02-09,14.99,545840,Mind Grown Software,2017
10301,Mind Grown Software,Adventure,Convicted Galaxy,Convicted Galaxy,2017-02-09,14.99,545840,Mind Grown Software,2017
10302,Mind Grown Software,Indie,Convicted Galaxy,Convicted Galaxy,2017-02-09,14.99,545840,Mind Grown Software,2017
10303,Mind Grown Software,Early Access,Convicted Galaxy,Convicted Galaxy,2017-02-09,14.99,545840,Mind Grown Software,2017
10304,Joshua Missile,Action,Eldritch Hunter,Eldritch Hunter,2017-01-27,4.99,514810,Joshua Missile,2017
10305,Joshua Missile,Indie,Eldritch Hunter,Eldritch Hunter,2017-01-27,4.99,514810,Joshua Missile,2017
10306,Romero Games Ltd.,Action,Gunman Taco Truck,Gunman Taco Truck,2017-01-28,4.99,586310,Romero Games Ltd.,2017
10307,Romero Games Ltd.,Indie,Gunman Taco Truck,Gunman Taco Truck,2017-01-28,4.99,586310,Romero Games Ltd.,2017
10308,Romero Games Ltd.,Strategy,Gunman Taco Truck,Gunman Taco Truck,2017-01-28,4.99,586310,Romero Games Ltd.,2017
10309,I3,Action,STONEBOND: The Gargoyle's Domain,STONEBOND: The Gargoyle's Domain,2017-01-28,Free,524240,I3,2017
10310,I3,Indie,STONEBOND: The Gargoyle's Domain,STONEBOND: The Gargoyle's Domain,2017-01-28,Free,524240,I3,2017
10311,Walter Machado,Action,UBERMOSH:WRAITH,UBERMOSH:WRAITH,2017-01-29,0.99,586350,Walter Machado,2017
10312,Walter Machado,Indie,UBERMOSH:WRAITH,UBERMOSH:WRAITH,2017-01-29,0.99,586350,Walter Machado,2017
10313,KEMCO,Adventure,Tears Revolude,Tears Revolude,2017-01-29,9.99,504660,WorldWideSoftware,2017
10314,KEMCO,Casual,Tears Revolude,Tears Revolude,2017-01-29,9.99,504660,WorldWideSoftware,2017
10315,KEMCO,Indie,Tears Revolude,Tears Revolude,2017-01-29,9.99,504660,WorldWideSoftware,2017
10316,KEMCO,RPG,Tears Revolude,Tears Revolude,2017-01-29,9.99,504660,WorldWideSoftware,2017
10317,Tower Up Studios,Action,Wells,Wells,2017-01-29,3.99,528430,Tower Up Studios,2017
10318,Tower Up Studios,Indie,Wells,Wells,2017-01-29,3.99,528430,Tower Up Studios,2017
10319,AT The Gate Team,Action,Crimson Trigger,Crimson Trigger,2017-01-30,11.99,566750,AT The Gate Team,2017
10320,AT The Gate Team,Adventure,Crimson Trigger,Crimson Trigger,2017-01-30,11.99,566750,AT The Gate Team,2017
10321,AT The Gate Team,Indie,Crimson Trigger,Crimson Trigger,2017-01-30,11.99,566750,AT The Gate Team,2017
10322,Narrator,Adventure,Koi Musubi,Koi Musubi,2016-08-28,10.99,543930,Narrator,2016
10323,Narrator,Indie,Koi Musubi,Koi Musubi,2016-08-28,10.99,543930,Narrator,2016
10324,Windybeard,Adventure,Geo,Geo,2017-01-31,8.99,513480,Windybeard,2017
10325,Windybeard,Indie,Geo,Geo,2017-01-31,8.99,513480,Windybeard,2017
10326,Windybeard,Simulation,Geo,Geo,2017-01-31,8.99,513480,Windybeard,2017
10327,"Io-Interactive A/S, Feral Interactive (Linux), Feral Interactive (Mac)",Action,HITMAN™: Blood Money Requiem Pack,HITMAN™: Blood Money Requiem Pack,2017-01-31,4.99,588660,"Io-Interactive A/S,Feral Interactive (Linux),Feral Interactive (Mac)",2017
10328,Whippering,Indie,Warlock's Tower,Warlock's Tower,2017-01-31,9.99,530370,Midipixel,2017
10329,Happy Hobgoblin,Strategy,Nyheim,Nyheim,2017-01-31,3.99,572300,Happy Hobgoblin,2017
10330,Deceptive Games Ltd.,Adventure,"Chapter Two: Time, Dreams and Underwater Travel","Chapter Two: Time, Dreams and Underwater Travel",2017-01-31,5.99,505340,Deceptive Games Ltd.,2017
10331,Deceptive Games Ltd.,Casual,"Chapter Two: Time, Dreams and Underwater Travel","Chapter Two: Time, Dreams and Underwater Travel",2017-01-31,5.99,505340,Deceptive Games Ltd.,2017
10332,Deceptive Games Ltd.,Indie,"Chapter Two: Time, Dreams and Underwater Travel","Chapter Two: Time, Dreams and Underwater Travel",2017-01-31,5.99,505340,Deceptive Games Ltd.,2017
10333,"DMM.com Co., Ltd., POWERCHORD STUDIO",Action,OBCIDIAN LEGACY,OBCIDIAN LEGACY,2017-01-31,15.99,568190,Black Tower Studios,2017
10334,"DMM.com Co., Ltd., POWERCHORD STUDIO",RPG,OBCIDIAN LEGACY,OBCIDIAN LEGACY,2017-01-31,15.99,568190,Black Tower Studios,2017
10335,"DMM.com Co., Ltd., POWERCHORD STUDIO",Early Access,OBCIDIAN LEGACY,OBCIDIAN LEGACY,2017-01-31,15.99,568190,Black Tower Studios,2017
10336,On5,Action,SQUAKE,SQUAKE,2017-02-01,3.99,526920,On5,2017
10337,On5,Casual,SQUAKE,SQUAKE,2017-02-01,3.99,526920,On5,2017
10338,On5,Indie,SQUAKE,SQUAKE,2017-02-01,3.99,526920,On5,2017
10339,On5,Racing,SQUAKE,SQUAKE,2017-02-01,3.99,526920,On5,2017
10340,On5,Sports,SQUAKE,SQUAKE,2017-02-01,3.99,526920,On5,2017
10341,Maximus.ez,Action,Fergus The Fly,Fergus The Fly,2017-02-01,0.99,585790,Evgeny Osmet,2017
10342,Maximus.ez,Casual,Fergus The Fly,Fergus The Fly,2017-02-01,0.99,585790,Evgeny Osmet,2017
10343,Maximus.ez,Indie,Fergus The Fly,Fergus The Fly,2017-02-01,0.99,585790,Evgeny Osmet,2017
10344,Olivier LeClair,Adventure,In the Darkness of the Sea,In the Darkness of the Sea,2017-02-01,Free,587840,Olivier LeClair,2017
10345,Olivier LeClair,Indie,In the Darkness of the Sea,In the Darkness of the Sea,2017-02-01,Free,587840,Olivier LeClair,2017
10346,BANDAI NAMCO Entertainment,Action,NARUTO STORM 4 : Road to Boruto Expansion,NARUTO STORM 4 : Road to Boruto Expansion,2017-02-02,19.99,495160,CyberConnect2 Co. Ltd.,2017
10347,BANDAI NAMCO Entertainment,Adventure,NARUTO STORM 4 : Road to Boruto Expansion,NARUTO STORM 4 : Road to Boruto Expansion,2017-02-02,19.99,495160,CyberConnect2 Co. Ltd.,2017
10348,Nuno Donato,Action,Satellite Repairman,Satellite Repairman,2017-02-02,3.99,567780,Nuno Donato,2017
10349,Nuno Donato,Casual,Satellite Repairman,Satellite Repairman,2017-02-02,3.99,567780,Nuno Donato,2017
10350,Nuno Donato,Indie,Satellite Repairman,Satellite Repairman,2017-02-02,3.99,567780,Nuno Donato,2017
10351,HeR Interactive,Adventure,Nancy Drew®: Sea of Darkness,Nancy Drew®: Sea of Darkness,2015-05-19,19.99,572700,HeR Interactive,2015
10352,Bakershah Games,Action,Hero,Hero,2017-02-03,4.99,486020,Bakershah Games,2017
10353,Bakershah Games,Adventure,Hero,Hero,2017-02-03,4.99,486020,Bakershah Games,2017
10354,Bakershah Games,Indie,Hero,Hero,2017-02-03,4.99,486020,Bakershah Games,2017
10355,AGM PLAYISM,Action,Rosenkreuzstilette,Rosenkreuzstilette,2017-02-02,9.99,564150,"[erka:es],Darksquid Media",2017
10356,AGM PLAYISM,Indie,Rosenkreuzstilette,Rosenkreuzstilette,2017-02-02,9.99,564150,"[erka:es],Darksquid Media",2017
10357,KISS ltd,Adventure,Pixel Puzzles Ultimate - Puzzle Pack: Australia,Pixel Puzzles Ultimate - Puzzle Pack: Australia,2017-02-03,5.99,589650,DL Softworks,2017
10358,KISS ltd,Casual,Pixel Puzzles Ultimate - Puzzle Pack: Australia,Pixel Puzzles Ultimate - Puzzle Pack: Australia,2017-02-03,5.99,589650,DL Softworks,2017
10359,KISS ltd,Free to Play,Pixel Puzzles Ultimate - Puzzle Pack: Australia,Pixel Puzzles Ultimate - Puzzle Pack: Australia,2017-02-03,5.99,589650,DL Softworks,2017
10360,KISS ltd,Indie,Pixel Puzzles Ultimate - Puzzle Pack: Australia,Pixel Puzzles Ultimate - Puzzle Pack: Australia,2017-02-03,5.99,589650,DL Softworks,2017
10361,KISS ltd,Simulation,Pixel Puzzles Ultimate - Puzzle Pack: Australia,Pixel Puzzles Ultimate - Puzzle Pack: Australia,2017-02-03,5.99,589650,DL Softworks,2017
10362,KISS ltd,Sports,Pixel Puzzles Ultimate - Puzzle Pack: Australia,Pixel Puzzles Ultimate - Puzzle Pack: Australia,2017-02-03,5.99,589650,DL Softworks,2017
10363,KISS ltd,Strategy,Pixel Puzzles Ultimate - Puzzle Pack: Australia,Pixel Puzzles Ultimate - Puzzle Pack: Australia,2017-02-03,5.99,589650,DL Softworks,2017
10364,505 Games,Action,ABZU - Official Soundtrack,ABZU - Official Soundtrack,2017-02-03,4.99,577450,Giant Squid,2017
